
"5","5","5","4","5","55 - 70 mins","IVIG","Rick Fields-Gardner","66.82.9.36","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","10 Jan 2003","09:31:08"
"1","1","1","1","1","55 - 70 mins","","Robin Burr","12.245.17.94","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Q312461; YComp 5.0.2.4)","10 Jan 2003","10:05:03"
"5","5","5","4","5","55 - 70 mins","","Rick Fields-Gardner","66.82.9.36","hi-r-ed","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","10 Jan 2003","10:40:43"
"5","5","5","5","4","70 - 85 mins","","Rick Fields-Gardner","66.82.9.36","hi-r-ed","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","10 Jan 2003","10:41:16"
"5","5","5","5","5","70 - 85 mins","","Rick Fields-Gardner","66.82.9.36","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","10 Jan 2003","10:42:46"
"5","5","5","4","5","55 - 70 mins","","Rick Fields-Gardner","66.82.9.36","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","10 Jan 2003","11:37:08"
"3","5","5","5","4","35 - 50 mins","","Janice Peterson","198.173.24.156","","Mozilla/4.0 (compatible; MSIE 5.0; Windows 95; DigExt)","10 Jan 2003","12:42:59"
"3","5","5","5","4","35 - 50 mins","","Janice Peterson","198.173.24.156","","Mozilla/4.0 (compatible; MSIE 5.0; Windows 95; DigExt)","10 Jan 2003","12:43:45"
"3","5","5","5","5","35 - 50 mins","","Janice Peterson","198.173.24.156","","Mozilla/4.0 (compatible; MSIE 5.0; Windows 95; DigExt)","10 Jan 2003","12:45:13"
"5","5","5","4","5","70 - 85 mins","","Rick Fields-Gardner","66.82.9.36","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","10 Jan 2003","15:20:56"
"5","5","5","4","5","55 - 70 mins","","Rick Fields-Gardner","66.82.9.46","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","13 Jan 2003","07:51:45"
"5","5","5","5","5","55 - 70 mins","","Rick Fields-Gardner","66.82.9.46","hi-r-ed","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","13 Jan 2003","08:01:59"
"4","5","5","5","4","35 - 50 mins","","Sheila Grubb","63.149.4.82","","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","14 Jan 2003","10:25:33"
"4","4","4","4","4","55 - 70 mins","","carol ritter","141.158.8.9","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","17 Jan 2003","13:39:35"
"4","4","4","4","5","Select One","","carol ritter","205.188.209.137","","Mozilla/4.0 (compatible; MSIE 6.0; AOL 6.0; Windows NT 5.1)","18 Jan 2003","16:15:42"
"4","5","5","5","5","< 35 mins","","Cindy Douthett","205.188.209.137","","Mozilla/4.0 (compatible; MSIE 6.0; AOL 7.0; Windows NT 5.1)","22 Jan 2003","09:21:31"
"5","5","5","4","5","55 - 70 mins","","Rick Fields-Gardner","66.82.9.40","hi-r-ed","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","24 Jan 2003","10:55:30"
"5","5","5","5","5","70 - 85 mins","","Rick Fields-Gardner","66.82.9.40","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","24 Jan 2003","11:39:14"
"5","5","5","5","5","> 100 mins","","Anne Meyer","12.217.81.110","moline","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","27 Jan 2003","18:06:35"
"5","5","5","5","5","Select One","","russell betz","66.14.29.250","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)","28 Jan 2003","15:34:09"
"5","5","5","5","5","Select One","","bberg","216.137.4.150","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","31 Jan 2003","14:00:13"
"4","3","4","4","4","55 - 70 mins","","Jack Davidson","68.48.73.23","jdavidson","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","01 Feb 2003","16:27:52"
"5","5","5","5","5","35 - 50 mins","","cynthia jensen","67.36.224.90","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","04 Feb 2003","13:35:14"
"5","5","5","5","5","55 - 70 mins","","Rick Fields-Gardner","66.82.9.39","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","06 Feb 2003","14:09:51"
"5","5","5","5","5","55 - 70 mins","","Rick Fields-Gardner","66.82.9.39","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","06 Feb 2003","14:21:48"
"3","5","5","3","3","55 - 70 mins","","Eileen Salcedo","4.33.151.57","","Mozilla/4.0 (compatible; MSIE 5.5; MSNIA; Windows 98)","09 Feb 2003","00:45:39"
"3","5","5","5","4","35 - 50 mins","","Lori Grover","68.33.176.51","lgrover","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","10 Feb 2003","19:55:01"
"5","5","5","5","5","Select One","","kim","205.183.31.120","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; .NET CLR 1.0.3705)","12 Feb 2003","14:13:10"
"4","5","5","5","4","35 - 50 mins","","tammy Cornell","64.7.172.184","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)","12 Feb 2003","18:39:50"
"3","4","5","5","4","35 - 50 mins","","KIM","205.183.31.120","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; .NET CLR 1.0.3705)","13 Feb 2003","13:08:45"
"5","5","5","5","5","Select One","","renee cook","63.166.56.206","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)","13 Feb 2003","13:11:28"
"5","5","5","5","5","Select One","","Dolores Jones","65.69.81.2","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","14 Feb 2003","08:48:15"
"5","5","5","5","5","35 - 50 mins","","Melanie Arata","209.204.88.220","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","16 Feb 2003","14:30:45"
"4","5","5","5","5","35 - 50 mins","","dANIEL MOORE","67.200.108.25","","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","18 Feb 2003","18:39:17"
"4","5","5","5","5","35 - 50 mins","","Daniel Moore","67.200.108.25","Moline","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","18 Feb 2003","18:39:49"
"5","5","5","5","5","55 - 70 mins","","Daniel Moore","67.200.108.25","Moline","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","18 Feb 2003","18:56:34"
"5","5","5","5","5","70 - 85 mins","","Daniel Moore","67.200.108.25","Moline","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","18 Feb 2003","19:17:08"
"5","5","5","5","5","70 - 85 mins","","Daniel Moore","67.200.108.25","Moline","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","18 Feb 2003","19:23:21"
"4","5","5","5","4","35 - 50 mins","","Mary E. West RN","167.177.36.116","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)","18 Feb 2003","19:30:04"
"4","5","5","3","4","35 - 50 mins","","Dawn Gaston","208.50.110.254","","Mozilla/4.0 (compatible; MSIE 5.5; Windows 95; DigExt)","19 Feb 2003","09:21:18"
"1","4","5","5","4","35 - 50 mins","funding issues for home IV therapies and enteral feeding.","Rebecca Hancock","204.57.209.49","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)","19 Feb 2003","11:40:32"
"5","5","3","3","2","< 35 mins","","Rene Martine","12.22.29.90","","Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)","19 Feb 2003","15:19:24"
"5","5","5","5","5","55 - 70 mins","I have a comment about question D. It seems as though it could have more than (1) answer. between ans. 1 and 2","Dolores M. Jones","65.56.168.158","","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; MaxxConnect6.4)","19 Feb 2003","23:08:22"
"3","5","5","5","5","35 - 50 mins","","SHELIA BRADSHAW","66.56.227.231","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; T312461)","24 Feb 2003","09:35:21"
"3","5","5","5","5","35 - 50 mins","","SHELIA BRADSHAW","66.56.227.231","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; T312461)","24 Feb 2003","09:41:51"
"5","5","5","5","5","Select One","","Shelia Bradshaw","66.56.227.231","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; T312461)","24 Feb 2003","10:21:40"
"2","1","1","1","1","40 - 55 mins","","Kathy ","12.46.88.226","lnicley","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)","27 Feb 2003","14:54:53"
"2","2","2","2","2","40 - 55 mins","","Kathy","12.46.88.226","","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)","27 Feb 2003","15:10:09"
"1","1","1","1","1","35 - 50 mins","","Kathy","12.46.88.226","lnicley","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)","27 Feb 2003","15:14:28"
"5","5","5","5","5","35 - 50 mins","","Karn Foore","64.12.96.10","","Mozilla/4.0 (compatible; MSIE 6.0; AOL 8.0; Windows NT 5.1; Hotbar 4.1.8.0)","01 Mar 2003","16:56:05"
"5","5","5","5","5","35 - 50 mins","","Karen Foore","64.12.96.10","","Mozilla/4.0 (compatible; MSIE 6.0; AOL 8.0; Windows NT 5.1; Hotbar 4.1.8.0)","01 Mar 2003","16:56:36"
"5","5","5","5","5","Select One","","nancy Tran","12.104.64.178","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","04 Mar 2003","13:13:38"
"5","5","5","5","5","Select One","","Nancy Tran ","12.104.64.178","lsmith","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","04 Mar 2003","13:18:35"
"5","5","5","5","5","< 35 mins","","Yvonne Garibay","199.222.14.2","","Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)","05 Mar 2003","15:57:02"
"4","4","4","4","4","< 35 mins","","Yvonne V. Garibay","199.222.14.2","","Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)","06 Mar 2003","13:45:07"
"4","4","4","4","4","< 35 mins","","Yvonne V. Garibay","199.222.14.2","","Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)","06 Mar 2003","13:57:22"
"5","5","5","5","5","35 - 50 mins","","cdouthett","12.245.38.227","","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","09 Mar 2003","19:52:15"
"5","5","5","5","5","40 - 55 mins","","Lisa Cox","208.253.53.80","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","13 Mar 2003","10:13:07"
"3","3","3","3","3","35 - 50 mins","","melisse herkins","152.163.189.100","","Mozilla/4.0 (compatible; MSIE 5.0; AOL 7.0; Windows 98; DigExt; Creative)","16 Mar 2003","15:51:34"
"5","5","5","5","5","Select One","","Tricia McGee","66.82.9.42","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; YComp 5.0.2.6)","17 Mar 2003","14:40:50"
"5","5","5","5","5","Select One","","Tricia McGee","66.82.9.42","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; YComp 5.0.2.6)","17 Mar 2003","14:42:29"
"5","5","5","5","5","Select One","","Tricia McGee","66.82.9.42","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; YComp 5.0.2.6)","17 Mar 2003","14:46:41"
"4","5","5","5","5","70 - 85 mins","","Yvonne S. Diaz","152.163.188.1","","Mozilla/4.0 (compatible; MSIE 6.0; AOL 8.0; Windows NT 5.0)","18 Mar 2003","16:00:42"
"5","5","5","5","5","35 - 50 mins","","Myrna Newman","63.227.152.113","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","20 Mar 2003","14:10:15"
"5","5","5","5","5","35 - 50 mins","","Myrna Newman","63.227.152.113","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","20 Mar 2003","14:11:08"
"5","5","5","5","5","Select One","","myrna newman","63.227.152.113","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","20 Mar 2003","14:40:15"
"5","5","5","5","5","Select One","","Amy keyes","12.47.233.154","mhanrahan","Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)","20 Mar 2003","16:26:20"
"5","5","5","5","5","55 - 70 mins","","Rick Fields-Gardner","66.82.9.39","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","24 Mar 2003","12:24:54"
"5","5","5","4","5","35 - 50 mins","","Amy Cook","67.36.224.90","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","24 Mar 2003","12:30:55"
"5","5","5","5","5","Select One","","jmeier","198.81.26.143","","Mozilla/4.0 (compatible; MSIE 5.0; AOL 8.0; Windows 98; DigExt)","24 Mar 2003","19:27:14"
"5","5","5","5","5","Select One","","leah jo stephens","198.81.26.143","","Mozilla/4.0 (compatible; MSIE 5.0; AOL 8.0; Windows 98; DigExt)","24 Mar 2003","19:31:31"
"4","4","5","4","4","35 - 50 mins","","Julie Noyes","209.198.86.42","","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)","25 Mar 2003","08:36:28"
"3","5","5","5","5","35 - 50 mins","","Tammy Kastelic","65.114.118.41","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)","25 Mar 2003","19:01:30"
"5","5","5","5","5","< 35 mins","","EAllen","199.89.20.33","","Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)","31 Mar 2003","12:18:02"
"5","5","5","4","4","< 35 mins","","Marcy Horowitz","152.163.188.1","","Mozilla/4.0 (compatible; MSIE 5.5; AOL 8.0; Windows 98; Win 9x 4.90; .NET CLR 1.0.3705)","31 Mar 2003","20:45:20"
"5","5","5","5","5","70 - 85 mins","","Rick Fields-Gardner","66.82.9.27","hi-r-ed","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","02 Apr 2003","11:04:07"
"1","1","1","1","1","< 35 mins","","Liz Hazelbaker","67.105.22.195","","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","02 Apr 2003","16:42:03"
"5","5","5","5","5","40 - 55 mins","","skeene","66.31.34.121","","Mozilla/4.0 (compatible; MSIE 5.0; MSN 2.5; Windows 98; DigExt)","02 Apr 2003","17:29:51"
"1","1","1","1","1","< 35 mins","","Liz Hazelbaker","67.105.22.195","kstevens","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","02 Apr 2003","17:49:25"
"5","5","5","5","5","35 - 50 mins","","Diane Cerra","63.164.41.74","","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","03 Apr 2003","19:39:16"
"5","5","5","5","5","Select One","","Barbara Weeks","205.188.209.137","","Mozilla/4.0 (compatible; MSIE 5.5; AOL 8.0; Windows 98; Win 9x 4.90)","05 Apr 2003","14:34:00"
"5","5","5","5","4","40 - 55 mins","","Barbara A. Weeks","205.188.209.137","","Mozilla/4.0 (compatible; MSIE 5.5; AOL 8.0; Windows 98; Win 9x 4.90)","05 Apr 2003","15:00:52"
"5","5","5","5","5","35 - 50 mins","","lisa","216.100.104.76","kstevens","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","08 Apr 2003","16:52:10"
"5","5","5","4","5","55 - 70 mins","","John Doe","69.19.0.1","dstarling","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)","11 Apr 2003","10:23:01"
"4","5","5","4","4","85 - 100 mins","","Amy Hollister","204.31.52.38","","Mozilla/4.0 (compatible; MSIE 5.01; Windows 95; YComp 5.0.2.6)","13 Apr 2003","23:57:17"
"4","5","5","4","4","85 - 100 mins","","Amy Hollister","204.31.52.38","sduval","Mozilla/4.0 (compatible; MSIE 5.01; Windows 95; YComp 5.0.2.6)","14 Apr 2003","00:01:59"
"4","5","5","5","4","55 - 70 mins","home ventilater, trach and suctioning ","Karen M Pyott","208.244.211.222","","Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)","15 Apr 2003","14:00:42"
"5","5","5","5","5","40 - 55 mins","DVT, Hyperemesis gravidarium, Growth Hormone, Remicade","Sally Korp","63.236.253.100","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; T312461)","18 Apr 2003","12:25:36"
"5","5","5","5","5","35 - 50 mins","growth hormone  interferon","Bobbie Pilger RN CM","63.236.253.100","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; T312461; Hotbar 4.0)","18 Apr 2003","13:53:55"
"4","4","4","4","4","40 - 55 mins","","jean","67.36.224.90","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","21 Apr 2003","10:55:18"
"4","5","5","3","5","< 35 mins","","Eunice Flick","199.254.215.254","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","21 Apr 2003","17:16:46"
"4","5","5","3","2","< 35 mins","","Melanie Banks","12.227.34.65","","Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)","22 Apr 2003","10:10:25"
"2","3","3","3","2","Select One","","Karen Anderson","204.1.138.1","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 4.0)","22 Apr 2003","10:38:07"
"2","2","2","3","3","35 - 50 mins","","Karen Anderson","204.1.138.1","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 4.0)","22 Apr 2003","10:39:04"
"5","5","5","5","5","> 100 mins","None at this time.  It is the first time to use this program for CEU's.","Jane Vlahogeorge, RNBSN","66.233.139.253","","Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt; PeoplePC 1.0; Toshiba)","23 Apr 2003","02:55:38"
"5","5","5","5","5","Select One","","Jane Vlahogeorge","66.233.139.253","lafayette","Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt; PeoplePC 1.0; Toshiba)","23 Apr 2003","11:54:50"
"5","5","5","5","5","40 - 55 mins","","Janice L. Bruce","67.105.22.195","","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; chs brandywine)","24 Apr 2003","06:06:12"
"5","5","5","5","5","Select One","","tberg","12.27.17.113","tberg","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; Hotbar 4.2.8.0; .NET CLR 1.0.3705)","25 Apr 2003","15:34:27"
"5","5","5","5","5","35 - 50 mins","more on diabetes, cancer and diet","Debi Morey Stalvey","198.81.26.75","","Mozilla/4.0 (compatible; MSIE 6.0; AOL 7.0; Windows NT 5.1; .NET CLR 1.0.3705)","27 Apr 2003","13:34:32"
"5","5","5","5","5","55 - 70 mins","","Rick Fields-Gardner","66.82.9.24","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","27 Apr 2003","18:08:32"
"5","5","5","5","5","Select One","","Rick Fields-Gardner","66.82.9.24","","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","27 Apr 2003","18:19:44"
